ID,Prob1
51065, 0.31
51066, 0.33
51067, 0.27
51068, 0.49
51069, 0.35
51070, 0.31
51071, 0.40
51072, 0.22
51073, 0.37
51074, 0.35
51075, 0.25
51076, 0.23
51077, 0.35
51078, 0.22
51079, 0.64
51080, 0.34
51081, 0.65
51082, 0.34
51083, 0.22
51084, 0.34
51085, 0.65
51086, 0.67
51087, 0.34
51088, 0.45
51089, 0.34
51090, 0.64
51091, 0.42
51092, 0.22
51093, 0.25
51094, 0.36
51095, 0.40
51096, 0.31
51097, 0.45
51098, 0.64
51099, 0.52
51100, 0.33
51101, 0.22
51102, 0.33
51103, 0.45
51104, 0.36
51105, 0.18
51106, 0.34
51107, 0.61
51108, 0.65
51109, 0.45
51110, 0.25
51111, 0.48
51112, 0.25
51113, 0.45
51114, 0.18
51115, 0.42
51116, 0.22
51117, 0.65
51118, 0.45
51119, 0.34
51120, 0.37
51121, 0.27
51122, 0.64
51123, 0.27
51124, 0.65
51125, 0.65
51126, 0.31
51127, 0.50
51128, 0.42
51129, 0.18
51130, 0.31
51131, 0.23
51132, 0.25
51133, 0.22
51134, 0.18
51135, 0.22
51136, 0.25
51137, 0.27
51138, 0.25
51139, 0.31
51140, 0.65
51141, 0.22
51142, 0.18
51143, 0.61
51144, 0.42
51145, 0.18
51146, 0.27
51147, 0.22
51148, 0.49
51149, 0.31
51150, 0.22
51151, 0.35
51152, 0.46
51153, 0.29
51154, 0.25
51155, 0.34
51156, 0.29
51157, 0.22
51158, 0.22
51159, 0.64
51160, 0.50
51161, 0.18
51162, 0.25
51163, 0.25
51164, 0.52
51165, 0.18
51166, 0.65
51167, 0.31
51168, 0.31
51169, 0.31
51170, 0.27
51171, 0.71
51172, 0.18
51173, 0.64
51174, 0.31
51175, 0.18
51176, 0.35
51177, 0.77
51178, 0.27
51179, 0.29
51180, 0.34
51181, 0.36
51182, 0.42
51183, 0.17
51184, 0.65
51185, 0.29
51186, 0.48
51187, 0.22
51188, 0.22
51189, 0.36
51190, 0.77
51191, 0.27
51192, 0.35
51193, 0.22
51194, 0.22
51195, 0.25
51196, 0.35
51197, 0.50
51198, 0.50
51199, 0.25
51200, 0.49
51201, 0.25
51202, 0.18
51203, 0.37
51204, 0.42
51205, 0.45
51206, 0.45
51207, 0.65
51208, 0.22
51209, 0.67
51210, 0.17
51211, 0.22
51212, 0.42
51213, 0.25
51214, 0.35
51215, 0.34
51216, 0.10
51217, 0.35
51218, 0.31
51219, 0.18
51220, 0.48
51221, 0.18
51222, 0.33
51223, 0.18
51224, 0.34
51225, 0.49
51226, 0.25
51227, 0.22
51228, 0.25
51229, 0.45
51230, 0.37
51231, 0.34
51232, 0.48
51233, 0.33
51234, 0.31
51235, 0.25
51236, 0.25
51237, 0.41
51238, 0.22
51239, 0.34
51240, 0.65
51241, 0.18
51242, 0.45
51243, 0.22
51244, 0.18
51245, 0.29
51246, 0.52
51247, 0.29
51248, 0.37
51249, 0.24
51250, 0.62
51251, 0.27
51252, 0.35
51253, 0.27
51254, 0.24
51255, 0.29
51256, 0.22
51257, 0.77
51258, 0.67
51259, 0.22
51260, 0.27
51261, 0.50
51262, 0.67
51263, 0.45
51264, 0.64
51265, 0.22
51266, 0.65
51267, 0.25
51268, 0.42
51269, 0.64
51270, 0.18
51271, 0.31
51272, 0.45
51273, 0.77
51274, 0.65
51275, 0.25
51276, 0.29
51277, 0.48
51278, 0.27
51279, 0.29
51280, 0.27
51281, 0.18
51282, 0.48
51283, 0.22
51284, 0.25
51285, 0.50
51286, 0.22
51287, 0.31
51288, 0.34
51289, 0.23
51290, 0.34
51291, 0.65
51292, 0.24
51293, 0.18
51294, 0.34
51295, 0.65
51296, 0.31
51297, 0.25
51298, 0.25
51299, 0.34
51300, 0.77
51301, 0.25
51302, 0.22
51303, 0.29
51304, 0.25
51305, 0.25
51306, 0.35
51307, 0.18
51308, 0.45
51309, 0.48
51310, 0.48
51311, 0.27
51312, 0.49
51313, 0.31
51314, 0.77
51315, 0.61
51316, 0.18
51317, 0.34
51318, 0.22
51319, 0.25
51320, 0.27
51321, 0.18
51322, 0.22
51323, 0.35
51324, 0.22
51325, 0.18
51326, 0.27
51327, 0.34
51328, 0.31
51329, 0.34
51330, 0.49
51331, 0.18
51332, 0.22
51333, 0.31
51334, 0.37
51335, 0.36
51336, 0.48
51337, 0.42
51338, 0.77
51339, 0.29
51340, 0.31
51341, 0.29
51342, 0.45
51343, 0.50
51344, 0.31
51345, 0.35
51346, 0.48
51347, 0.29
51348, 0.22
51349, 0.22
51350, 0.64
51351, 0.37
51352, 0.18
51353, 0.50
51354, 0.25
51355, 0.18
51356, 0.37
51357, 0.45
51358, 0.35
51359, 0.34
51360, 0.34
51361, 0.18
51362, 0.61
51363, 0.34
51364, 0.34
51365, 0.36
51366, 0.77
51367, 0.35
51368, 0.10
51369, 0.22
51370, 0.29
51371, 0.18
51372, 0.25
51373, 0.25
51374, 0.25
51375, 0.29
51376, 0.22
51377, 0.31
51378, 0.23
51379, 0.22
51380, 0.25
51381, 0.27
51382, 0.45
51383, 0.64
51384, 0.25
51385, 0.31
51386, 0.77
51387, 0.37
51388, 0.52
51389, 0.27
51390, 0.35
51391, 0.42
51392, 0.61
51393, 0.29
51394, 0.45
51395, 0.36
51396, 0.18
51397, 0.25
51398, 0.25
51399, 0.52
51400, 0.48
51401, 0.35
51402, 0.64
51403, 0.61
51404, 0.35
51405, 0.18
51406, 0.35
51407, 0.45
51408, 0.64
51409, 0.35
51410, 0.65
51411, 0.34
51412, 0.18
51413, 0.18
51414, 0.18
51415, 0.35
51416, 0.45
51417, 0.27
51418, 0.34
51419, 0.29
51420, 0.34
51421, 0.34
51422, 0.22
51423, 0.34
51424, 0.17
51425, 0.25
51426, 0.34
51427, 0.22
51428, 0.22
51429, 0.35
51430, 0.31
51431, 0.27
51432, 0.35
51433, 0.25
51434, 0.65
51435, 0.25
51436, 0.23
51437, 0.25
51438, 0.48
51439, 0.49
51440, 0.18
51441, 0.18
51442, 0.17
51443, 0.35
51444, 0.65
51445, 0.22
51446, 0.22
51447, 0.31
51448, 0.27
51449, 0.45
51450, 0.18
51451, 0.45
51452, 0.18
51453, 0.25
51454, 0.22
51455, 0.48
51456, 0.42
51457, 0.35
51458, 0.22
51459, 0.31
51460, 0.31
51461, 0.45
51462, 0.27
51463, 0.31
51464, 0.45
51465, 0.19
51466, 0.49
51467, 0.29
51468, 0.48
51469, 0.37
51470, 0.22
51471, 0.35
51472, 0.22
51473, 0.25
51474, 0.27
51475, 0.18
51476, 0.42
51477, 0.29
51478, 0.17
51479, 0.31
51480, 0.25
51481, 0.64
51482, 0.25
51483, 0.29
51484, 0.22
51485, 0.18
51486, 0.18
51487, 0.34
51488, 0.25
51489, 0.34
51490, 0.35
51491, 0.35
51492, 0.67
51493, 0.49
51494, 0.52
51495, 0.37
51496, 0.25
51497, 0.25
51498, 0.40
51499, 0.31
51500, 0.77
51501, 0.50
51502, 0.35
51503, 0.18
51504, 0.31
51505, 0.22
51506, 0.37
51507, 0.18
51508, 0.48
51509, 0.25
51510, 0.18
51511, 0.35
51512, 0.22
51513, 0.22
51514, 0.22
51515, 0.22
51516, 0.29
51517, 0.25
51518, 0.31
51519, 0.22
51520, 0.37
51521, 0.25
51522, 0.45
51523, 0.25
51524, 0.25
51525, 0.22
51526, 0.33
51527, 0.23
51528, 0.34
51529, 0.25
51530, 0.42
51531, 0.22
51532, 0.48
51533, 0.27
51534, 0.22
51535, 0.31
51536, 0.34
51537, 0.25
51538, 0.24
51539, 0.18
51540, 0.36
51541, 0.48
51542, 0.25
51543, 0.23
51544, 0.18
51545, 0.29
51546, 0.29
51547, 0.25
51548, 0.22
51549, 0.22
51550, 0.34
51551, 0.27
51552, 0.42
51553, 0.18
51554, 0.27
51555, 0.22
51556, 0.18
51557, 0.18
51558, 0.22
51559, 0.34
51560, 0.22
51561, 0.31
51562, 0.35
51563, 0.22
51564, 0.06
51565, 0.77
51566, 0.18
51567, 0.22
51568, 0.22
51569, 0.22
51570, 0.48
51571, 0.22
51572, 0.27
51573, 0.22
51574, 0.25
51575, 0.18
51576, 0.27
51577, 0.65
51578, 0.35
51579, 0.31
51580, 0.65
51581, 0.37
51582, 0.34
51583, 0.48
51584, 0.77
51585, 0.31
51586, 0.48
51587, 0.25
51588, 0.34
51589, 0.65
51590, 0.48
51591, 0.50
51592, 0.22
51593, 0.42
51594, 0.29
51595, 0.49
51596, 0.64
51597, 0.29
51598, 0.25
51599, 0.22
51600, 0.61
51601, 0.25
51602, 0.35
51603, 0.65
51604, 0.25
51605, 0.50
51606, 0.77
51607, 0.35
51608, 0.77
51609, 0.36
51610, 0.34
51611, 0.45
51612, 0.42
51613, 0.25
51614, 0.25
51615, 0.25
51616, 0.37
51617, 0.22
51618, 0.18
51619, 0.36
51620, 0.29
51621, 0.22
51622, 0.24
51623, 0.29
51624, 0.62
51625, 0.25
51626, 0.18
51627, 0.31
51628, 0.23
51629, 0.17
51630, 0.65
51631, 0.18
51632, 0.35
51633, 0.18
51634, 0.34
51635, 0.22
51636, 0.31
51637, 0.34
51638, 0.35
51639, 0.31
51640, 0.61
51641, 0.19
51642, 0.22
51643, 0.34
51644, 0.18
51645, 0.52
51646, 0.64
51647, 0.25
51648, 0.65
51649, 0.29
51650, 0.27
51651, 0.35
51652, 0.71
51653, 0.34
51654, 0.35
51655, 0.31
51656, 0.62
51657, 0.23
51658, 0.22
51659, 0.29
51660, 0.34
51661, 0.49
51662, 0.34
51663, 0.34
51664, 0.18
51665, 0.35
51666, 0.31
51667, 0.25
51668, 0.48
51669, 0.31
51670, 0.36
51671, 0.17
51672, 0.24
51673, 0.31
51674, 0.45
51675, 0.29
51676, 0.45
51677, 0.33
51678, 0.34
51679, 0.25
51680, 0.22
51681, 0.31
51682, 0.34
51683, 0.34
51684, 0.61
51685, 0.48
51686, 0.61
51687, 0.25
51688, 0.22
51689, 0.37
51690, 0.22
51691, 0.34
51692, 0.18
51693, 0.29
51694, 0.48
51695, 0.50
51696, 0.31
51697, 0.27
51698, 0.48
51699, 0.29
51700, 0.24
51701, 0.35
51702, 0.24
51703, 0.18
51704, 0.25
51705, 0.22
51706, 0.45
51707, 0.22
51708, 0.29
51709, 0.24
51710, 0.27
51711, 0.13
51712, 0.25
51713, 0.35
51714, 0.25
51715, 0.22
51716, 0.35
51717, 0.25
51718, 0.40
51719, 0.34
51720, 0.25
51721, 0.35
51722, 0.22
51723, 0.34
51724, 0.64
51725, 0.34
51726, 0.22
51727, 0.22
51728, 0.37
51729, 0.29
51730, 0.29
51731, 0.35
51732, 0.31
51733, 0.22
51734, 0.18
51735, 0.65
51736, 0.37
51737, 0.45
51738, 0.29
51739, 0.25
51740, 0.42
51741, 0.34
51742, 0.22
51743, 0.18
51744, 0.36
51745, 0.35
51746, 0.22
51747, 0.77
51748, 0.34
51749, 0.35
51750, 0.25
51751, 0.22
51752, 0.25
51753, 0.18
51754, 0.29
51755, 0.24
51756, 0.34
51757, 0.22
51758, 0.18
51759, 0.23
51760, 0.22
51761, 0.34
51762, 0.22
51763, 0.45
51764, 0.23
51765, 0.27
51766, 0.29
51767, 0.34
51768, 0.25
51769, 0.33
51770, 0.35
51771, 0.18
51772, 0.18
51773, 0.22
51774, 0.31
51775, 0.22
51776, 0.10
51777, 0.10
51778, 0.22
51779, 0.65
51780, 0.48
51781, 0.29
51782, 0.31
51783, 0.35
51784, 0.35
51785, 0.67
51786, 0.35
51787, 0.45
51788, 0.25
51789, 0.52
51790, 0.61
51791, 0.25
51792, 0.31
51793, 0.45
51794, 0.25
51795, 0.20
51796, 0.22
51797, 0.22
51798, 0.22
51799, 0.25
51800, 0.23
51801, 0.34
51802, 0.37
51803, 0.22
51804, 0.18
51805, 0.22
51806, 0.34
51807, 0.34
51808, 0.45
51809, 0.25
51810, 0.34
51811, 0.49
51812, 0.22
51813, 0.18
51814, 0.45
51815, 0.65
51816, 0.18
51817, 0.18
51818, 0.40
51819, 0.22
51820, 0.29
51821, 0.50
51822, 0.10
51823, 0.42
51824, 0.29
51825, 0.22
51826, 0.65
51827, 0.45
51828, 0.35
51829, 0.35
51830, 0.42
51831, 0.18
51832, 0.40
51833, 0.17
51834, 0.64
51835, 0.48
51836, 0.35
51837, 0.10
51838, 0.40
51839, 0.22
51840, 0.25
51841, 0.29
51842, 0.31
51843, 0.12
51844, 0.23
51845, 0.25
51846, 0.41
51847, 0.65
51848, 0.49
51849, 0.27
51850, 0.19
51851, 0.61
51852, 0.34
51853, 0.22
51854, 0.27
51855, 0.18
51856, 0.40
51857, 0.27
51858, 0.34
51859, 0.34
51860, 0.27
51861, 0.29
51862, 0.22
51863, 0.29
51864, 0.10
51865, 0.27
51866, 0.65
51867, 0.29
51868, 0.22
51869, 0.42
51870, 0.25
51871, 0.49
51872, 0.40
51873, 0.36
51874, 0.64
51875, 0.18
51876, 0.18
51877, 0.25
51878, 0.22
51879, 0.67
51880, 0.22
51881, 0.77
51882, 0.61
51883, 0.35
51884, 0.29
51885, 0.35
51886, 0.48
51887, 0.65
51888, 0.25
51889, 0.25
51890, 0.48
51891, 0.77
51892, 0.34
51893, 0.27
51894, 0.17
51895, 0.31
51896, 0.22
51897, 0.18
51898, 0.64
51899, 0.25
51900, 0.18
51901, 0.27
51902, 0.27
51903, 0.45
51904, 0.25
51905, 0.33
51906, 0.37
51907, 0.25
51908, 0.10
51909, 0.22
51910, 0.27
51911, 0.34
51912, 0.18
51913, 0.23
51914, 0.17
51915, 0.36
51916, 0.25
51917, 0.35
51918, 0.36
51919, 0.35
51920, 0.34
51921, 0.34
51922, 0.35
51923, 0.27
51924, 0.45
51925, 0.25
51926, 0.27
51927, 0.22
51928, 0.29
51929, 0.31
51930, 0.25
51931, 0.10
51932, 0.67
51933, 0.49
51934, 0.36
51935, 0.22
51936, 0.45
51937, 0.61
51938, 0.25
51939, 0.22
51940, 0.34
51941, 0.22
51942, 0.77
51943, 0.48
51944, 0.37
51945, 0.67
51946, 0.48
51947, 0.36
51948, 0.61
51949, 0.61
51950, 0.61
51951, 0.29
51952, 0.37
51953, 0.42
51954, 0.48
51955, 0.48
51956, 0.22
51957, 0.27
51958, 0.34
51959, 0.18
51960, 0.22
51961, 0.31
51962, 0.31
51963, 0.48
51964, 0.17
51965, 0.22
51966, 0.34
51967, 0.10
51968, 0.42
51969, 0.25
51970, 0.18
51971, 0.48
51972, 0.25
51973, 0.25
51974, 0.35
51975, 0.61
51976, 0.52
51977, 0.31
51978, 0.48
51979, 0.65
51980, 0.18
51981, 0.22
51982, 0.19
51983, 0.35
51984, 0.31
51985, 0.29
51986, 0.22
51987, 0.25
51988, 0.25
51989, 0.23
51990, 0.27
51991, 0.37
51992, 0.48
51993, 0.35
51994, 0.34
51995, 0.34
51996, 0.19
51997, 0.52
51998, 0.27
51999, 0.50
52000, 0.27
52001, 0.18
52002, 0.34
52003, 0.25
52004, 0.27
52005, 0.65
52006, 0.25
52007, 0.24
52008, 0.45
52009, 0.25
52010, 0.18
52011, 0.33
52012, 0.25
52013, 0.45
52014, 0.25
52015, 0.13
52016, 0.50
52017, 0.22
52018, 0.35
52019, 0.25
52020, 0.36
52021, 0.25
52022, 0.31
52023, 0.25
52024, 0.18
52025, 0.18
52026, 0.34
52027, 0.18
52028, 0.31
52029, 0.45
52030, 0.34
52031, 0.29
52032, 0.25
52033, 0.34
52034, 0.25
52035, 0.27
52036, 0.27
52037, 0.36
52038, 0.27
52039, 0.23
52040, 0.65
52041, 0.64
52042, 0.17
52043, 0.25
52044, 0.67
52045, 0.27
52046, 0.27
52047, 0.22
52048, 0.18
52049, 0.27
52050, 0.64
52051, 0.35
52052, 0.18
52053, 0.42
52054, 0.18
52055, 0.49
52056, 0.65
52057, 0.52
52058, 0.29
52059, 0.25
52060, 0.18
52061, 0.31
52062, 0.18
52063, 0.45
52064, 0.22
52065, 0.22
52066, 0.67
52067, 0.42
52068, 0.34
52069, 0.48
52070, 0.48
52071, 0.25
52072, 0.27
52073, 0.31
52074, 0.64
52075, 0.22
52076, 0.31
52077, 0.34
52078, 0.48
52079, 0.36
52080, 0.40
52081, 0.29
52082, 0.34
52083, 0.19
52084, 0.25
52085, 0.37
52086, 0.40
52087, 0.42
52088, 0.27
52089, 0.36
52090, 0.25
52091, 0.29
52092, 0.50
52093, 0.34
52094, 0.18
52095, 0.25
52096, 0.48
52097, 0.22
52098, 0.34
52099, 0.35
52100, 0.52
52101, 0.48
52102, 0.18
52103, 0.27
52104, 0.48
52105, 0.29
52106, 0.42
52107, 0.22
52108, 0.25
52109, 0.31
52110, 0.27
52111, 0.35
52112, 0.64
52113, 0.27
52114, 0.35
52115, 0.34
52116, 0.22
52117, 0.48
52118, 0.22
52119, 0.27
52120, 0.48
52121, 0.35
52122, 0.22
52123, 0.42
52124, 0.48
52125, 0.61
52126, 0.29
52127, 0.22
52128, 0.35
52129, 0.36
52130, 0.52
52131, 0.65
52132, 0.77
52133, 0.19
52134, 0.48
52135, 0.35
52136, 0.77
52137, 0.48
52138, 0.29
52139, 0.22
52140, 0.29
52141, 0.49
52142, 0.18
52143, 0.29
52144, 0.29
52145, 0.34
52146, 0.25
52147, 0.48
52148, 0.36
52149, 0.22
52150, 0.25
52151, 0.36
52152, 0.25
52153, 0.64
52154, 0.77
52155, 0.25
52156, 0.49
52157, 0.29
52158, 0.35
52159, 0.35
52160, 0.13
52161, 0.27
52162, 0.31
52163, 0.22
52164, 0.25
52165, 0.45
52166, 0.31
52167, 0.18
52168, 0.29
52169, 0.45
52170, 0.27
52171, 0.27
52172, 0.22
52173, 0.27
52174, 0.65
52175, 0.52
52176, 0.52
52177, 0.45
52178, 0.34
52179, 0.19
52180, 0.25
52181, 0.22
52182, 0.12
52183, 0.29
52184, 0.36
52185, 0.34
52186, 0.22
52187, 0.29
52188, 0.27
52189, 0.62
52190, 0.23
52191, 0.34
52192, 0.35
52193, 0.34
52194, 0.23
52195, 0.34
52196, 0.22
52197, 0.61
52198, 0.35
52199, 0.27
52200, 0.22
52201, 0.27
52202, 0.29
52203, 0.77
52204, 0.18
52205, 0.23
52206, 0.27
52207, 0.22
52208, 0.22
52209, 0.61
52210, 0.29
52211, 0.42
52212, 0.27
52213, 0.27
52214, 0.37
52215, 0.35
52216, 0.29
52217, 0.25
52218, 0.77
52219, 0.25
52220, 0.45
52221, 0.25
52222, 0.22
52223, 0.27
52224, 0.65
52225, 0.27
52226, 0.18
52227, 0.27
52228, 0.34
52229, 0.35
52230, 0.31
52231, 0.25
52232, 0.25
52233, 0.34
52234, 0.27
52235, 0.25
52236, 0.29
52237, 0.35
52238, 0.22
52239, 0.31
52240, 0.25
52241, 0.22
52242, 0.35
52243, 0.42
52244, 0.18
52245, 0.22
52246, 0.35
52247, 0.25
52248, 0.25
52249, 0.34
52250, 0.34
52251, 0.48
52252, 0.50
52253, 0.27
52254, 0.27
52255, 0.36
52256, 0.45
52257, 0.18
52258, 0.22
52259, 0.36
52260, 0.42
52261, 0.48
52262, 0.61
52263, 0.25
52264, 0.45
52265, 0.64
52266, 0.31
52267, 0.27
52268, 0.48
52269, 0.27
52270, 0.48
52271, 0.42
52272, 0.45
52273, 0.27
52274, 0.64
52275, 0.33
52276, 0.25
52277, 0.42
52278, 0.37
52279, 0.65
52280, 0.29
52281, 0.64
52282, 0.22
52283, 0.22
52284, 0.48
52285, 0.31
52286, 0.18
52287, 0.25
52288, 0.25
52289, 0.18
52290, 0.18
52291, 0.31
52292, 0.62
52293, 0.27
52294, 0.22
52295, 0.22
52296, 0.13
52297, 0.45
52298, 0.22
52299, 0.29
52300, 0.77
52301, 0.35
52302, 0.18
52303, 0.23
52304, 0.22
52305, 0.31
52306, 0.34
52307, 0.37
52308, 0.27
52309, 0.45
52310, 0.25
52311, 0.22
52312, 0.50
52313, 0.45
52314, 0.50
52315, 0.18
52316, 0.33
52317, 0.34
52318, 0.22
52319, 0.27
52320, 0.22
52321, 0.61
52322, 0.25
52323, 0.42
52324, 0.42
52325, 0.48
52326, 0.22
52327, 0.31
52328, 0.29
52329, 0.22
52330, 0.12
52331, 0.67
52332, 0.27
52333, 0.35
52334, 0.42
52335, 0.49
52336, 0.24
52337, 0.17
52338, 0.35
52339, 0.34
52340, 0.64
52341, 0.22
52342, 0.37
52343, 0.25
52344, 0.12
52345, 0.10
52346, 0.24
52347, 0.25
52348, 0.33
52349, 0.25
52350, 0.22
52351, 0.48
52352, 0.22
52353, 0.35
52354, 0.35
52355, 0.34
52356, 0.37
52357, 0.18
52358, 0.42
52359, 0.48
52360, 0.29
52361, 0.27
52362, 0.25
52363, 0.42
52364, 0.65
52365, 0.77
52366, 0.31
52367, 0.65
52368, 0.18
52369, 0.22
52370, 0.48
52371, 0.36
52372, 0.27
52373, 0.45
52374, 0.35
52375, 0.35
52376, 0.22
52377, 0.45
52378, 0.22
52379, 0.29
52380, 0.22
52381, 0.61
52382, 0.18
52383, 0.48
52384, 0.48
52385, 0.27
52386, 0.64
52387, 0.27
52388, 0.19
52389, 0.18
52390, 0.22
52391, 0.64
52392, 0.27
52393, 0.31
52394, 0.40
52395, 0.65
52396, 0.45
52397, 0.42
52398, 0.40
52399, 0.31
52400, 0.65
52401, 0.29
52402, 0.42
52403, 0.29
52404, 0.34
52405, 0.22
52406, 0.22
52407, 0.48
52408, 0.27
52409, 0.45
52410, 0.22
52411, 0.49
52412, 0.65
52413, 0.22
52414, 0.25
52415, 0.65
52416, 0.35
52417, 0.45
52418, 0.35
52419, 0.25
52420, 0.36
52421, 0.65
52422, 0.65
52423, 0.34
52424, 0.18
52425, 0.34
52426, 0.48
52427, 0.25
52428, 0.22
52429, 0.18
52430, 0.22
52431, 0.49
52432, 0.35
52433, 0.42
52434, 0.18
52435, 0.18
52436, 0.27
52437, 0.34
52438, 0.61
52439, 0.25
52440, 0.22
52441, 0.18
52442, 0.25
52443, 0.77
52444, 0.27
52445, 0.31
52446, 0.27
52447, 0.22
52448, 0.36
52449, 0.31
52450, 0.50
52451, 0.17
52452, 0.18
52453, 0.22
52454, 0.34
52455, 0.64
52456, 0.19
52457, 0.22
52458, 0.29
52459, 0.29
52460, 0.34
52461, 0.27
52462, 0.25
52463, 0.18
52464, 0.35
52465, 0.18
52466, 0.34
52467, 0.22
52468, 0.34
52469, 0.31
52470, 0.45
52471, 0.25
52472, 0.18
52473, 0.29
52474, 0.18
52475, 0.35
52476, 0.18
52477, 0.29
52478, 0.49
52479, 0.34
52480, 0.64
52481, 0.27
52482, 0.31
52483, 0.34
52484, 0.42
52485, 0.36
52486, 0.10
52487, 0.25
52488, 0.18
52489, 0.25
52490, 0.35
52491, 0.31
52492, 0.27
52493, 0.35
52494, 0.29
52495, 0.27
52496, 0.27
52497, 0.24
52498, 0.29
52499, 0.48
52500, 0.45
52501, 0.52
52502, 0.37
52503, 0.67
52504, 0.22
52505, 0.22
52506, 0.10
52507, 0.12
52508, 0.34
52509, 0.18
52510, 0.48
52511, 0.35
52512, 0.27
52513, 0.25
52514, 0.48
52515, 0.25
52516, 0.34
52517, 0.34
52518, 0.35
52519, 0.34
52520, 0.36
52521, 0.40
52522, 0.49
52523, 0.23
52524, 0.45
52525, 0.61
52526, 0.35
52527, 0.64
52528, 0.52
52529, 0.25
52530, 0.29
52531, 0.31
52532, 0.42
52533, 0.22
52534, 0.48
52535, 0.65
52536, 0.18
52537, 0.18
52538, 0.22
52539, 0.29
52540, 0.34
52541, 0.31
52542, 0.35
52543, 0.65
52544, 0.22
52545, 0.34
52546, 0.22
52547, 0.22
52548, 0.40
52549, 0.34
52550, 0.65
52551, 0.42
52552, 0.37
52553, 0.22
52554, 0.29
52555, 0.27
52556, 0.65
52557, 0.64
52558, 0.34
52559, 0.23
52560, 0.22
52561, 0.35
52562, 0.61
52563, 0.34
52564, 0.34
52565, 0.17
52566, 0.22
52567, 0.33
52568, 0.31
52569, 0.25
52570, 0.25
52571, 0.25
52572, 0.27
52573, 0.34
52574, 0.27
52575, 0.25
52576, 0.22
52577, 0.42
52578, 0.17
52579, 0.34
52580, 0.25
52581, 0.65
52582, 0.61
52583, 0.42
52584, 0.35
52585, 0.22
52586, 0.29
52587, 0.34
52588, 0.25
52589, 0.27
52590, 0.18
52591, 0.31
52592, 0.31
52593, 0.29
52594, 0.52
52595, 0.27
52596, 0.34
52597, 0.25
52598, 0.49
52599, 0.27
52600, 0.64
52601, 0.34
52602, 0.64
52603, 0.34
52604, 0.49
52605, 0.25
52606, 0.40
52607, 0.17
52608, 0.22
52609, 0.22
52610, 0.19
52611, 0.48
52612, 0.35
52613, 0.18
52614, 0.64
52615, 0.31
52616, 0.64
52617, 0.35
52618, 0.48
52619, 0.45
52620, 0.22
52621, 0.19
52622, 0.35
52623, 0.45
52624, 0.48
52625, 0.25
52626, 0.27
52627, 0.42
52628, 0.18
52629, 0.25
52630, 0.49
52631, 0.18
52632, 0.27
52633, 0.22
52634, 0.27
52635, 0.64
52636, 0.27
52637, 0.77
52638, 0.17
52639, 0.45
52640, 0.34
52641, 0.27
52642, 0.18
52643, 0.27
52644, 0.31
52645, 0.65
52646, 0.27
52647, 0.31
52648, 0.35
52649, 0.29
52650, 0.77
52651, 0.65
52652, 0.13
52653, 0.48
52654, 0.18
52655, 0.17
52656, 0.18
52657, 0.22
52658, 0.25
52659, 0.33
52660, 0.22
52661, 0.34
52662, 0.35
52663, 0.71
52664, 0.64
52665, 0.29
52666, 0.23
52667, 0.29
52668, 0.34
52669, 0.25
52670, 0.65
52671, 0.29
52672, 0.27
52673, 0.18
52674, 0.64
52675, 0.65
52676, 0.36
52677, 0.48
52678, 0.34
52679, 0.48
52680, 0.29
52681, 0.34
52682, 0.50
52683, 0.22
52684, 0.34
52685, 0.29
52686, 0.41
52687, 0.22
52688, 0.67
52689, 0.65
52690, 0.42
52691, 0.34
52692, 0.61
52693, 0.52
52694, 0.31
52695, 0.23
52696, 0.22
52697, 0.64
52698, 0.22
52699, 0.48
52700, 0.50
52701, 0.40
52702, 0.22
52703, 0.22
52704, 0.22
52705, 0.77
52706, 0.37
52707, 0.18
52708, 0.22
52709, 0.27
52710, 0.22
52711, 0.25
52712, 0.61
52713, 0.31
52714, 0.18
52715, 0.40
52716, 0.31
52717, 0.35
52718, 0.25
52719, 0.25
52720, 0.31
52721, 0.23
52722, 0.22
52723, 0.61
52724, 0.34
52725, 0.31
52726, 0.22
52727, 0.35
52728, 0.45
52729, 0.34
52730, 0.17
52731, 0.22
52732, 0.45
52733, 0.22
52734, 0.34
52735, 0.22
52736, 0.18
52737, 0.25
52738, 0.12
52739, 0.29
52740, 0.22
52741, 0.22
52742, 0.22
52743, 0.34
52744, 0.31
52745, 0.35
52746, 0.10
52747, 0.22
52748, 0.25
52749, 0.48
52750, 0.27
52751, 0.31
52752, 0.29
52753, 0.12
52754, 0.25
52755, 0.22
52756, 0.62
52757, 0.77
52758, 0.33
52759, 0.35
52760, 0.34
52761, 0.25
52762, 0.27
52763, 0.49
52764, 0.42
52765, 0.17
52766, 0.22
52767, 0.22
52768, 0.31
52769, 0.34
52770, 0.42
52771, 0.65
52772, 0.29
52773, 0.42
52774, 0.64
52775, 0.65
52776, 0.17
52777, 0.34
52778, 0.50
52779, 0.27
52780, 0.31
52781, 0.29
52782, 0.25
52783, 0.25
52784, 0.34
52785, 0.22
52786, 0.18
52787, 0.49
52788, 0.22
52789, 0.77
52790, 0.31
52791, 0.77
52792, 0.31
52793, 0.34
52794, 0.67
52795, 0.65
52796, 0.35
52797, 0.34
52798, 0.65
52799, 0.25
52800, 0.10
52801, 0.35
52802, 0.25
52803, 0.18
52804, 0.61
52805, 0.22
52806, 0.31
52807, 0.24
52808, 0.27
52809, 0.45
52810, 0.41
52811, 0.22
52812, 0.29
52813, 0.27
